label,URL,amaa,crossvalidation,attributelength,qualitycontrol,regexlearner,none
ATCK - quality,http://localhost/search?id=&searchString=jeans&price=&quality=45&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - brands,http://localhost/search?id=&searchString=jeans&price=&quality=&brands=45,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
## Connect to Hackazon,http://localhost/,200 OK,200 OK,200 OK,200 OK,200 OK,200 OK
ATCK - search_item,http://localhost/search?id=&searchString=72%3A57%3A0B%3A1D%3A39%3AE6&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - id/category,http://localhost/search?id=72%3A57%3A0B%3A1D%3A39%3AE6&searchString=jeans&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - price range,http://localhost/search?id=&searchString=jeans&price=72%3A57%3A0B%3A1D%3A39%3AE6&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - quality,http://localhost/search?id=&searchString=jeans&price=&quality=72%3A57%3A0B%3A1D%3A39%3AE6&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - brands,http://localhost/search?id=&searchString=jeans&price=&quality=&brands=72%3A57%3A0B%3A1D%3A39%3AE6,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
## Connect to Hackazon,http://localhost/,200 OK,200 OK,200 OK,200 OK,200 OK,200 OK
ATCK - search_item,http://localhost/search?id=&searchString=SELECT+*+FROM+*&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - id/category,http://localhost/search?id=SELECT+*+FROM+*&searchString=jeans&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - price range,http://localhost/search?id=&searchString=jeans&price=SELECT+*+FROM+*&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - quality,http://localhost/search?id=&searchString=jeans&price=&quality=SELECT+*+FROM+*&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - brands,http://localhost/search?id=&searchString=jeans&price=&quality=&brands=SELECT+*+FROM+*,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
## Connect to Hackazon,http://localhost/,200 OK,200 OK,200 OK,200 OK,200 OK,200 OK
ATCK - search_item,http://localhost/search?id=&searchString=error%3A+Illegal+quoting+in+line+1.&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - id/category,http://localhost/search?id=error%3A+Illegal+quoting+in+line+1.&searchString=jeans&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - price range,http://localhost/search?id=&searchString=jeans&price=error%3A+Illegal+quoting+in+line+1.&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - quality,http://localhost/search?id=&searchString=jeans&price=&quality=error%3A+Illegal+quoting+in+line+1.&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - brands,http://localhost/search?id=&searchString=jeans&price=&quality=&brands=error%3A+Illegal+quoting+in+line+1.,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
## Connect to Hackazon,http://localhost/,200 OK,200 OK,200 OK,200 OK,200 OK,200 OK
ATCK - search_item,http://localhost/search?id=&searchString=lmacandreisav%40rambler.ru&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - id/category,http://localhost/search?id=lmacandreisav%40rambler.ru&searchString=jeans&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - price range,http://localhost/search?id=&searchString=jeans&price=lmacandreisav%40rambler.ru&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - quality,http://localhost/search?id=&searchString=jeans&price=&quality=lmacandreisav%40rambler.ru&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - brands,http://localhost/search?id=&searchString=jeans&price=&quality=&brands=lmacandreisav%40rambler.ru,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
## Connect to Hackazon,http://localhost/,200 OK,200 OK,200 OK,200 OK,200 OK,200 OK
ATCK - search_item,http://localhost/search?id=&searchString=error%3A+Illegal+quoting+in+line+1.&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - id/category,http://localhost/search?id=error%3A+Illegal+quoting+in+line+1.&searchString=jeans&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - price range,http://localhost/search?id=&searchString=jeans&price=error%3A+Illegal+quoting+in+line+1.&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - quality,http://localhost/search?id=&searchString=jeans&price=&quality=error%3A+Illegal+quoting+in+line+1.&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - brands,http://localhost/search?id=&searchString=jeans&price=&quality=&brands=error%3A+Illegal+quoting+in+line+1.,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
## Connect to Hackazon,http://localhost/,200 OK,200 OK,200 OK,200 OK,200 OK,200 OK
ATCK - search_item,http://localhost/search?id=&searchString=39.91.138.0&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - id/category,http://localhost/search?id=39.91.138.0&searchString=jeans&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - price range,http://localhost/search?id=&searchString=jeans&price=39.91.138.0&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - quality,http://localhost/search?id=&searchString=jeans&price=&quality=39.91.138.0&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - brands,http://localhost/search?id=&searchString=jeans&price=&quality=&brands=39.91.138.0,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
## Connect to Hackazon,http://localhost/,200 OK,200 OK,200 OK,200 OK,200 OK,200 OK
ATCK - search_item,http://localhost/search?id=&searchString=error%3A+Illegal+quoting+in+line+1.&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - id/category,http://localhost/search?id=error%3A+Illegal+quoting+in+line+1.&searchString=jeans&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - price range,http://localhost/search?id=&searchString=jeans&price=error%3A+Illegal+quoting+in+line+1.&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - quality,http://localhost/search?id=&searchString=jeans&price=&quality=error%3A+Illegal+quoting+in+line+1.&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - brands,http://localhost/search?id=&searchString=jeans&price=&quality=&brands=error%3A+Illegal+quoting+in+line+1.,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
## Connect to Hackazon,http://localhost/,200 OK,200 OK,200 OK,200 OK,200 OK,200 OK
ATCK - search_item,http://localhost/search?id=&searchString=Ice+Cream+Bar+-+Hagen+Daz&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - id/category,http://localhost/search?id=Ice+Cream+Bar+-+Hagen+Daz&searchString=jeans&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - price range,http://localhost/search?id=&searchString=jeans&price=Ice+Cream+Bar+-+Hagen+Daz&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - quality,http://localhost/search?id=&searchString=jeans&price=&quality=Ice+Cream+Bar+-+Hagen+Daz&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - brands,http://localhost/search?id=&searchString=jeans&price=&quality=&brands=Ice+Cream+Bar+-+Hagen+Daz,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
## Connect to Hackazon,http://localhost/,200 OK,200 OK,200 OK,200 OK,200 OK,200 OK
ATCK - search_item,http://localhost/search?id=&searchString=dneno8t%40drupal.org&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - id/category,http://localhost/search?id=dneno8t%40drupal.org&searchString=jeans&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - price range,http://localhost/search?id=&searchString=jeans&price=dneno8t%40drupal.org&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - quality,http://localhost/search?id=&searchString=jeans&price=&quality=dneno8t%40drupal.org&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - brands,http://localhost/search?id=&searchString=jeans&price=&quality=&brands=dneno8t%40drupal.org,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
## Connect to Hackazon,http://localhost/,200 OK,200 OK,200 OK,200 OK,200 OK,200 OK
ATCK - search_item,http://localhost/search?id=&searchString=196.165.84.18&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - id/category,http://localhost/search?id=196.165.84.18&searchString=jeans&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - price range,http://localhost/search?id=&searchString=jeans&price=196.165.84.18&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - quality,http://localhost/search?id=&searchString=jeans&price=&quality=196.165.84.18&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - brands,http://localhost/search?id=&searchString=jeans&price=&quality=&brands=196.165.84.18,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
## Connect to Hackazon,http://localhost/,200 OK,200 OK,200 OK,200 OK,200 OK,200 OK
ATCK - search_item,http://localhost/search?id=&searchString=39.91.138.0&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - id/category,http://localhost/search?id=39.91.138.0&searchString=jeans&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - price range,http://localhost/search?id=&searchString=jeans&price=39.91.138.0&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - quality,http://localhost/search?id=&searchString=jeans&price=&quality=39.91.138.0&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - brands,http://localhost/search?id=&searchString=jeans&price=&quality=&brands=39.91.138.0,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
## Connect to Hackazon,http://localhost/,200 OK,200 OK,200 OK,200 OK,200 OK,200 OK
ATCK - search_item,http://localhost/search?id=&searchString=D5%3A1E%3AC8%3A86%3A11%3AF5&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - id/category,http://localhost/search?id=D5%3A1E%3AC8%3A86%3A11%3AF5&searchString=jeans&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - price range,http://localhost/search?id=&searchString=jeans&price=D5%3A1E%3AC8%3A86%3A11%3AF5&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - quality,http://localhost/search?id=&searchString=jeans&price=&quality=D5%3A1E%3AC8%3A86%3A11%3AF5&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - brands,http://localhost/search?id=&searchString=jeans&price=&quality=&brands=D5%3A1E%3AC8%3A86%3A11%3AF5,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
## Connect to Hackazon,http://localhost/,200 OK,200 OK,200 OK,200 OK,200 OK,200 OK
ATCK - search_item,http://localhost/search?id=&searchString=Oil+-+Shortening%2Cliqud%2C+Fry&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - id/category,http://localhost/search?id=Oil+-+Shortening%2Cliqud%2C+Fry&searchString=jeans&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - price range,http://localhost/search?id=&searchString=jeans&price=Oil+-+Shortening%2Cliqud%2C+Fry&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - quality,http://localhost/search?id=&searchString=jeans&price=&quality=Oil+-+Shortening%2Cliqud%2C+Fry&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - brands,http://localhost/search?id=&searchString=jeans&price=&quality=&brands=Oil+-+Shortening%2Cliqud%2C+Fry,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
## Connect to Hackazon,http://localhost/,200 OK,200 OK,200 OK,200 OK,200 OK,200 OK
ATCK - search_item,http://localhost/search?id=&searchString=46%3A63%3A13%3A73%3A9E%3A3B&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - id/category,http://localhost/search?id=46%3A63%3A13%3A73%3A9E%3A3B&searchString=jeans&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - price range,http://localhost/search?id=&searchString=jeans&price=46%3A63%3A13%3A73%3A9E%3A3B&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - quality,http://localhost/search?id=&searchString=jeans&price=&quality=46%3A63%3A13%3A73%3A9E%3A3B&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - brands,http://localhost/search?id=&searchString=jeans&price=&quality=&brands=46%3A63%3A13%3A73%3A9E%3A3B,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
## Connect to Hackazon,http://localhost/,200 OK,200 OK,200 OK,200 OK,200 OK,200 OK
ATCK - search_item,http://localhost/search?id=&searchString=48&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - id/category,http://localhost/search?id=48&searchString=jeans&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - price range,http://localhost/search?id=&searchString=jeans&price=48&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - quality,http://localhost/search?id=&searchString=jeans&price=&quality=48&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - brands,http://localhost/search?id=&searchString=jeans&price=&quality=&brands=48,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
## Connect to Hackazon,http://localhost/,200 OK,200 OK,200 OK,200 OK,200 OK,200 OK
ATCK - search_item,http://localhost/search?id=&searchString=158.210.189.74&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - id/category,http://localhost/search?id=158.210.189.74&searchString=jeans&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - price range,http://localhost/search?id=&searchString=jeans&price=158.210.189.74&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - quality,http://localhost/search?id=&searchString=jeans&price=&quality=158.210.189.74&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - brands,http://localhost/search?id=&searchString=jeans&price=&quality=&brands=158.210.189.74,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
## Connect to Hackazon,http://localhost/,200 OK,200 OK,200 OK,200 OK,200 OK,200 OK
ATCK - search_item,http://localhost/search?id=&searchString=6D%3AA8%3AFA%3AF4%3A6B%3A29&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
